perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Twilly d'Herms Eau Ginger Herms,"Enjoy the sunrise in summer with the blend of peony and spicy ginger candy
The spicy composition evokes enthusiasm and vitality in your heart, delivering freshness at the beginning of the day.
The soft base has notes of cedar to provide tranquility and comfort at the end of the day while boosting your elegance and confidence.
Don't hesitate to start a new experience, after which you will not resist.
About the brand:
Hermes is a French luxury goods house that was founded in 1837 by Thierry Hermes. It focused on equestrian accessories before adding leather handbags, scarves, accessories and fragrances to its productions. Its logo, since the 1950s, is of a Duc carriage with horse",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346133203664-hermes-twilly-d_herm_s-eau-ginger-eau-de-parfum-spray-_50ml_-01.png,Hermes,158,Women,Perfume,Sophisticated,Woody Oriental,50 ml,2021,Eau de Parfum,Peony,"Ginger sweet, Ginger",Cedarwood,en,png,750x750,"Chopard Vanille De Madagascar, Paris Hilton For Men EDT, Calvin Klein CK Everyone EDT"
Caron Pour Un Homme De Caron Set (EDT 125 ml + Perfumed Deodorant Spray 200 ml),"This set features a 125 ml EDT and a 200 ml deodorant spray.
It's designed for those men with special taste of elegance.
The collection is your perfect choice as a gift for your beloved ones on special occasions. It comes in an elegant packaging.
The notes of lavender and vanilla are blended in harmony with amber and musk, delivering a masculine scent with an elegant style.
About the brand:
Caron is a French perfume house founded by Ernst Daltruff in 1904 who was not experienced or trained in the world of perfumes at the time, but his passion for the field made his mother encourage him to train and study until he launched the first perfume in 1911. Then Patrick Alice Caron bought the company in 1998 and presented a group of elegant and luxurious fragrances that have not stopped being released yet.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/3/3387952090004-caron-caron-pour-un-homme-de-caron-set-_edt-125-ml-_-perfumed-deodorant-spray-200-ml_.png,Caron,79,Men,Perfume,Charismatic,Aromatic,100 ml,1934,Eau de Toilette,Lavender,Iris,"Caramel, Patchouli, Cambodian Oud, Benzoin, Vanilla, Orris Root, Cedarwood.",en,png,750x750,"Davidoff Hot Water, Bentley For Men, Lancome Maison Oud Ambroisie EDP"
Chopard Chrono 1000 Miglia,"This oriental fragrance comes with warm spicy notes that mix with a soft and delicate scent of lavender which leaves sophisticated and vitality feelings that accompanied you all your occasions.
About the brand:
Chopard is emblematic of a natural, positive and responsible parfumery, Chopard places nature, ethics and luxury naturals at the very heart of its fragrance universe. Created by world-class parfumers and crafted from the highest quality ingredients and the most treasured naturals, responsibly sourced from across the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_chopard_perfumes_chrono_1000_miglia_for_men_eau_de_pafum.jpg,Chopard,87,Men,Perfume,Glamorous,Oriental,80 ml,2017,Eau de Parfum,"Saffron, Cardamom",Lavender,"Amber, Myrrh",en,png,750x750,"Robert Graham Valour Blended Essence EDP, Hermes L'Ambre des Merveilles Calligraphie, Stella McCartney Stella"
Chopard Noble Vetiver,"This fragrance is for those who share their passion for high quality and beautiful things. It is a woody spicy leathery scent that opens with elegant vetiver, accompanied by accords of bergamot, cardamom and red hot pepper. The heart captures clary sage and mahogany leaving an impression of freshness and sophistication, while the leather and tobacco form the base.
About the brand:
Chopard is an emblematic of a natural, positive and responsible parfumery. Chopard places nature, ethics and luxury naturals at the very heart of its fragrance universe. Created by world-class parfumers and crafted from the highest quality ingredients and the most treasured naturals, responsibly sourced from across the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3607340182044-chopard-chopard-noble-vetiver-_m_-edt-80-ml-1.jpg,Chopard,87,Men,Perfume,Romantic,Woody,80 ml,2010,Eau de Toilette,"Vetiver, Bergamot, Cardamom, Paprika","Clary Sage, Mahogany","Leather, Tobacco",en,png,750x750,"Dolce & Gabbana The One Intense, The Merchant Of Venice Venegia 21 EDP, BvlgariLe Gemme Azaran EDP"
Dolce & Gabbana K,"It's a woody, spicy fragrance designed for the practical man who achieves his goals without being hesitant. Its refreshing composition starts with lemon, mixed with lavender in the middle and vetiver in the base, delivering a scent that makes your charisma impressive for everyone.
About the brand:
Dolce & Gabbana is an Italian luxury fashion house founded in 1985 in Legnano by Italian designers Domenico Dolce and Stefano Gabbana. The two met in Milan in 1980 and created designs for the same fashion house. In 1982, they established a designer consulting studio; in time, it grew to become ""Dolce & Gabbana"". They presented their first women's collection in 1985 in Milan, where a year later their store opened its doors.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/3423473101253-dolce-_-gabbana-k-by-dg_-new-edp-20-100ml-1.jpg,Dolce & Gabbana,109,Men,Perfume,Romantic,Woody,150 ml,2020,Eau de Parfum,"Lemon, Sicilian lemon, blood orange, cardamom, juniper berries, pimento","geranium, clary sage, lavender, fig nectar","cedar, patchouli, vetiver, cypriol oil",en,png,750x750,"Lalique L'Insoumis, Givenchy Pour Homme, Geparlys Yes I Am The King EDT"
Emanuel Ungaro Ungaro Pour L'Homme,"Ungaro Pour LHomme by Emanuel Ungaro is a perfume specially crafted for men. It was launched in the year 1993. The top notes have accords of orange, mahogany, lemon, sage, coriander, lavender, and vodka. The heart notes are lily-of-the-valley, jasmine, geranium, and rose. Base notes are patchouli, musk, oakmoss, vetiver, cedar, and sandalwood.
About the brand:
Emmanuel Ungaro offers a wide selection of furniture and decorative materials. From home accessories such as lighting, mirrors, carpets and pillows, to a range of soaps, perfumes and jewelry. The brand was created in 1965 by French fashion designer Emmanuel Ungaro.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/m/emanuel_ungaro_ungaro_pour_l_homme_edt_100ml.jpg,Emanuel Ungaro,121,Men,Perfume,Romantic,Aromatic,100 ml,1993,Eau de Toilette,"Orange, Mahogany, Coriander, Lavender, Vodka, Sage And Lemon","Jasmine, Lily-Of-The-Valley, Rose And Geranium","Sandalwood, Patchouli, Musk, Oakmoss, Vetiver And Cedar",en,png,750x750,"Guy Laroche Fidji, Montale Crystal Flowers, S.T.Dupont Special Edition Pour Femme"
Marly Byerley,"This bold and strong fragrance made for the energetic and adventurous men that takes you to see the wild horses seeking to win to fill you with love of adventure and competition.
About the brand:
De Marley is a French global brand that specializes in luxury parfumes and offers an original concept of luxury parfumes inspired from the eighteenth century, when the best parfumes were made for King Louis XV as an appreciation for the prestigious horse races in which he was expert.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_parfums_de_marly_perfumes_byerley_for_men_eau_de_perfum.jpg,Parfums de Marly,290,Men,Perfume,Romantic,Woody,125 ml,2014,Eau de Parfum,"Bergamot, cardamom","Cedar wood, guaiac wood","Vetiver, resin.",en,png,750x750,"WAW Wood EDP - 50 ml, Widian Aj Arabia New York EDP, Calvin Klein CK One Gold"
Afnan Souvenir Floral Bouquet EDP,"A luxurious floral feminine fragrance for elegant women.
The fragrance delivers an attractive daring look that boosts your femininity and self-confidence.
The fragrance is enriched with a wonderful composition of natural components with special scents and high-quality.
It starts with amazing notes of lychee and bergamot, perfectly blended with rose and vanilla in the heart.
The luxurious base has notes of musk and amber.
About the brand:
Afnan is an Arabian brand that was created in the United Arab Emirates and offers a range of luxurious and distinctive perfumes designed with precision and professionalism. Its products are now sold in all global markets and electronic stores.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6290171040644-afnan-afnan-souvenir-floral-bouquet-_w_-edp-100-ml.png,Afnan,11,Women,Perfume,Romantic,Floral,100 ml,2017,Eau de Parfum,"Lychee, Rhubarb, Bergamot","Rose, Lily of the Valley, Peony, Vanilla","Musk, Cashmere wood, Amber",en,png,750x750,"Rochas Tocade, Guerlain Idylle Old Version, Versace Yellow Diamond Gift Set (EDT 50 ML + Shower Gel 50ML + Body Lotion 50 ML)"
Loewe Aura Loewe Floral,"This floral fragrance for women is full of contradictions and secrets, filling you with refreshing scent that lasts for long. Its aromatic composition of jasmine, patchouli, vanilla and musk providing you with the feminine effect that captivates everyone.
About the brand:
The brand Loewe was founded by German-born Enrique Loewe Roessberg in 1846 to express his love of Spanish culture. The brand was first specialised in high-quality luggage, until its first fragrance was released in 1972, marking the start of a continued success in the world of fragrance.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_loewe_perfumes_aura_loewe_floral_for_women_eau_de_perfum.jpg,Loewe,222,Women,Perfume,Romantic,Floral,80 ml,2016,Eau de Parfum,"carrot seeds, bergamot, lemon, green chord","violet, rose, jasmine, orange flower","vanilla, musk, patchouli, leather",en,png,750x750,"Bvlgari Splendida Magnolia Sensuel, Tous Les Jours Perfume Day 110, Goutal Paris Vanille Exquise EDT"
Stella McCartney Stella,"It's a Romantic Eau de Parfum that with a composition that begins with notes of Rose Oil, Peony, Tangerine, the heart notes of Rose that represents the essence of the parfume, and the base notes of Amber which stays with you through out the day.
About the brand:
Stella McCartney launched her own fashion house under her name and showed her first collection in Paris 2001. Stella McCartney brand does not use any leather or fur in her designs. Her collections include womenÃ¢â‚¬â„¢s and menÃ¢â‚¬â„¢s ready-to-wear, accessories, lingerie, eyewear, fragrance and kids.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_stella_mc_cartney_perfumes_stella_for_women_eau_de_perfum.jpg,Stella McCartney,338,Women,Perfume,Romantic,Floral,50 ml,2003,Eau de Parfum,"Rose Oil, Peony, Tangerine",Rose,Amber,en,png,750x750,"Xerjoff Casamorati 1888 Dolce Amalfi EDP, Robert Graham Valour Blended Essence EDP, Jimmy Choo Illicit"
Hugo Boss Boss Ma Vie Pour Femme Florale EDP,"Fulfill your dream of elegance and enjoy your femininity with the charming scents of roses.
Cactus flowers scent represents your stamina and strong personality in making decisions and moving towards your ambitions.
The scent of soft white flowers like freesia and jasmine add to the fragrance and gives you a seductive scent.
The creamy amber woody notes stay with you for long hours and boosts your sense of confidence and strength.
About the Brand:
Hugo Boss is one of the most famous international brands in fashion, accessories, and perfume. It originated in Germany in 1924 and has nearly 100 years of experience in designing everything that is luxurious and of a high standard for men and women, the brand launched to various parts of the world and its products are sold in huge numbers in all countries.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8005610276335-hugo-boss-hugo-boss-ma-vie-florale-pour-femme-_w_-edp-75-ml_1_.png,Hugo Boss,161,Women,Perfume,Sensual,Floral,75 ml,2017,Eau de Parfum,Cactus Flowers,"Rose, Jasmine Sambac, Freesia","Sandalwood, Cedar, Amber",en,png,750x750,"Jimmy Choo Illicit, Lanvin Marry Me!, Al Majed for Oud Maiyal Plus EDP"
Givenchy Immortelle Tribal EDP,"Givenchi selects the immortality flower to symbolize delicate soft feelings.
The soft creamy base has notes of sandalwood, adding to the softness of the scent.
The beautiful fig leaf spread around to reveal warmth throughout the day.
The Immortal flower symbolizes the coastal environment by the sea. It grows in the wild to symbolize the mystery in your soul.
About the brand:
Founded in 1952, Givenchy is a beloved French luxury fashion house and perfume maker that continues to leave an indelible mark on the fashion industry. Today, the brand is celebrated worldwide for its avant-garde and timeless haute couture clothing, accessories, perfumes and cosmetics.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3274872309357-givenchy-givenchy-immortelle-tribal-_u_-edp-100-ml.png,Givenchy,146,Unisex,Perfume,Romantic,Floral,100 ml,2017,Eau de Parfum,Fig Leaf,Immortelle,Sandalwood,en,png,750x750,"Lootah Suave EDP, Keba Perfumes Vetiver EDP, Hugo Boss Boss Bottled Infinite EDP"
Creed White Flowers,"Created in 2011 to mark the brand Creed's 250th anniversary, Creed White Flowers perfume for women captures the purity and intoxication of bright, fruity botanicals in its top notes of green apple, violet leaves, and fresh lemon. Middle notes of spicy geranium, lush rose, and exotic jasmine reveal the lush, titular white florals. Foundational notes of sandalwood and musk are joined by a lingering floral coda of narcissus. A gorgeous trail of refined femininity follows the wearer of this delightful fragrance. Creed White flowers is a complex and impressive blend of floral scents designed to make you feel heavenly.
About the brand:
A British multinational perfume house, Creed started off as a tailoring house in the 1700s. In the 1900s, Olivier Creed released the brand's first eponymously named fragrance, a traditional Eau de Cologne with a matching aftershave, marking Creed's first official foray into the world of fragrances. Today, the brand is considered as one of the most influential fragrance brands in the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508440752055_creed_creed_white_flowers_edp_75_ml_1.jpg,Creed,95,Women,Perfume,Charismatic,Floral,75 ml,2016,Eau de Parfum,"Violet Leaves, Green Apple, Lemon","Jasmine, Geranium, Rose","Musk, Sandalwood, Narcissus",en,png,750x750,"Creed White Flowers, No. 4711 Echt Kolnisch Wasser Floral Collection Rose EDC, Giorgio Armani Ocean Di Gioia EDP"
